Method,Moves,Time
"$w=32$, $d=5$",17.0,0.005218982696533203
"$w=32$, $d=5$",18.0,0.005492210388183594
"$w=32$, $d=5$",16.0,0.00478816032409668
"$w=32$, $d=5$",14.0,0.004662036895751953
"$w=32$, $d=5$",16.0,0.004703998565673828
"$w=32$, $d=5$",16.0,0.004782199859619141
"$w=32$, $d=5$",19.0,0.006016969680786133
"$w=32$, $d=5$",19.0,0.008303165435791016
"$w=32$, $d=5$",16.0,0.0055179595947265625
"$w=32$, $d=5$",16.0,0.005815982818603516
"$w=32$, $d=5$",15.0,0.0055239200592041016
"$w=32$, $d=5$",15.0,0.005944252014160156
"$w=32$, $d=5$",18.0,0.0064239501953125
"$w=32$, $d=5$",13.0,0.00400996208190918
"$w=32$, $d=5$",16.0,0.007330894470214844
"$w=32$, $d=5$",14.0,0.004467964172363281
"$w=32$, $d=5$",15.0,0.004465818405151367
"$w=32$, $d=5$",16.0,0.004729032516479492
"$w=32$, $d=5$",15.0,0.004914999008178711
"$w=32$, $d=5$",16.0,0.004822969436645508
"$w=32$, $d=5$",19.0,0.005874156951904297
"$w=32$, $d=5$",17.0,0.005577802658081055
"$w=32$, $d=5$",20.0,0.0066068172454833984
"$w=32$, $d=5$",17.0,0.005225181579589844
"$w=32$, $d=5$",17.0,0.005433797836303711
"$w=32$, $d=5$",16.0,0.005054950714111328
"$w=32$, $d=5$",16.0,0.005964994430541992
"$w=32$, $d=5$",18.0,0.007186174392700195
"$w=32$, $d=5$",16.0,0.005198001861572266
"$w=32$, $d=5$",18.0,0.008535146713256836
"$w=32$, $d=5$",20.0,0.0065500736236572266
"$w=32$, $d=5$",19.0,0.006131887435913086
"$w=32$, $d=5$",16.0,0.0054149627685546875
"$w=32$, $d=5$",19.0,0.005671977996826172
"$w=32$, $d=5$",17.0,0.0054931640625
"$w=32$, $d=5$",16.0,0.006273746490478516
"$w=32$, $d=5$",15.0,0.004826068878173828
"$w=32$, $d=5$",18.0,0.007718086242675781
"$w=32$, $d=5$",16.0,0.005673885345458984
"$w=32$, $d=5$",15.0,0.006240129470825195
"$w=32$, $d=5$",16.0,0.006967067718505859
"$w=32$, $d=5$",16.0,0.005842924118041992
"$w=32$, $d=5$",18.0,0.006208181381225586
"$w=32$, $d=5$",17.0,0.00709986686706543
"$w=32$, $d=5$",18.0,0.0062830448150634766
"$w=32$, $d=5$",17.0,0.006567955017089844
"$w=32$, $d=5$",18.0,0.006608009338378906
"$w=32$, $d=5$",16.0,0.00591588020324707
"$w=32$, $d=5$",14.0,0.005073070526123047
"$w=32$, $d=5$",17.0,0.005354881286621094
"$w=32$, $d=5$",17.0,0.007689952850341797
"$w=32$, $d=5$",18.0,0.006825923919677734
"$w=32$, $d=5$",17.0,0.005190849304199219
"$w=32$, $d=5$",15.0,0.004728078842163086
"$w=32$, $d=5$",18.0,0.0054399967193603516
"$w=32$, $d=5$",16.0,0.005998849868774414
"$w=32$, $d=5$",15.0,0.0052700042724609375
"$w=32$, $d=5$",16.0,0.005230903625488281
"$w=32$, $d=5$",17.0,0.005300045013427734
"$w=32$, $d=5$",17.0,0.004992008209228516
"$w=32$, $d=5$",18.0,0.005652189254760742
"$w=32$, $d=5$",18.0,0.005998134613037109
"$w=32$, $d=5$",18.0,0.0058879852294921875
"$w=32$, $d=5$",15.0,0.005277872085571289
"$w=32$, $d=5$",17.0,0.006949901580810547
"$w=32$, $d=5$",16.0,0.004967927932739258
"$w=32$, $d=5$",18.0,0.005935192108154297
"$w=32$, $d=5$",18.0,0.006165981292724609
"$w=32$, $d=5$",19.0,0.005926847457885742
"$w=32$, $d=5$",16.0,0.0051043033599853516
"$w=32$, $d=5$",19.0,0.0060269832611083984
"$w=32$, $d=5$",19.0,0.005532026290893555
"$w=32$, $d=5$",18.0,0.006298065185546875
"$w=32$, $d=5$",18.0,0.005507946014404297
"$w=32$, $d=5$",16.0,0.0051801204681396484
"$w=32$, $d=5$",19.0,0.006051063537597656
"$w=32$, $d=5$",21.0,0.007173061370849609
"$w=32$, $d=5$",18.0,0.005412101745605469
"$w=32$, $d=5$",14.0,0.004840373992919922
"$w=32$, $d=5$",15.0,0.005548000335693359
"$w=32$, $d=5$",16.0,0.0050470829010009766
"$w=32$, $d=5$",14.0,0.004562854766845703
"$w=32$, $d=5$",18.0,0.007508993148803711
"$w=32$, $d=5$",15.0,0.004971027374267578
"$w=32$, $d=5$",17.0,0.005721092224121094
"$w=32$, $d=5$",16.0,0.00503230094909668
"$w=32$, $d=5$",16.0,0.004962921142578125
"$w=32$, $d=5$",17.0,0.006943941116333008
"$w=32$, $d=5$",16.0,0.005738973617553711
"$w=32$, $d=5$",17.0,0.007769107818603516
"$w=32$, $d=5$",18.0,0.0058841705322265625
"$w=32$, $d=5$",16.0,0.006517171859741211
"$w=32$, $d=5$",17.0,0.006372928619384766
"$w=32$, $d=5$",16.0,0.005288362503051758
"$w=32$, $d=5$",16.0,0.005024909973144531
"$w=32$, $d=5$",15.0,0.005329132080078125
"$w=32$, $d=5$",16.0,0.004835844039916992
"$w=32$, $d=5$",16.0,0.0049169063568115234
"$w=32$, $d=5$",13.0,0.003931283950805664
"$w=32$, $d=5$",17.0,0.0084381103515625
"$w=32$, $d=5$",19.0,0.007401943206787109
"$w=32$, $d=5$",17.0,0.005296945571899414
"$w=32$, $d=5$",18.0,0.00619816780090332
"$w=32$, $d=5$",15.0,0.0050199031829833984
"$w=32$, $d=5$",17.0,0.006997823715209961
"$w=32$, $d=5$",17.0,0.005502939224243164
"$w=32$, $d=5$",16.0,0.00495600700378418
"$w=32$, $d=5$",16.0,0.004807949066162109
"$w=32$, $d=5$",14.0,0.004515886306762695
"$w=32$, $d=5$",12.0,0.005970954895019531
"$w=32$, $d=5$",17.0,0.005162954330444336
"$w=32$, $d=5$",16.0,0.004756927490234375
"$w=32$, $d=5$",16.0,0.004785776138305664
"$w=32$, $d=5$",17.0,0.005150794982910156
"$w=32$, $d=5$",16.0,0.0051882266998291016
"$w=32$, $d=5$",20.0,0.007614850997924805
"$w=32$, $d=5$",13.0,0.006112098693847656
"$w=32$, $d=5$",19.0,0.006400108337402344
"$w=32$, $d=5$",18.0,0.007943868637084961
"$w=32$, $d=5$",19.0,0.006002187728881836
"$w=32$, $d=5$",13.0,0.004545927047729492
"$w=32$, $d=5$",16.0,0.0048410892486572266
"$w=32$, $d=5$",20.0,0.007024049758911133
"$w=32$, $d=5$",17.0,0.007987022399902344
"$w=32$, $d=5$",16.0,0.005767107009887695
"$w=32$, $d=5$",16.0,0.004834890365600586
"$w=32$, $d=5$",16.0,0.0053555965423583984
"$w=32$, $d=5$",15.0,0.005111217498779297
"$w=32$, $d=5$",16.0,0.0054531097412109375
"$w=32$, $d=5$",15.0,0.005114078521728516
"$w=32$, $d=5$",15.0,0.004631996154785156
"$w=32$, $d=5$",18.0,0.005509138107299805
"$w=32$, $d=5$",22.0,0.00683283805847168
"$w=32$, $d=5$",16.0,0.004700183868408203
"$w=32$, $d=5$",13.0,0.003831148147583008
"$w=32$, $d=5$",16.0,0.005299091339111328
"$w=32$, $d=5$",17.0,0.00793004035949707
"$w=32$, $d=5$",15.0,0.006434917449951172
"$w=32$, $d=5$",17.0,0.0073778629302978516
"$w=32$, $d=5$",15.0,0.0044438838958740234
"$w=32$, $d=5$",13.0,0.0039048194885253906
"$w=32$, $d=5$",18.0,0.006283998489379883
"$w=32$, $d=5$",15.0,0.0053119659423828125
"$w=32$, $d=5$",17.0,0.0051538944244384766
"$w=32$, $d=5$",21.0,0.006367921829223633
"$w=32$, $d=5$",16.0,0.005967140197753906
"$w=32$, $d=5$",16.0,0.006811857223510742
"$w=32$, $d=5$",15.0,0.0047607421875
"$w=32$, $d=5$",18.0,0.005331993103027344
"$w=32$, $d=5$",17.0,0.005198001861572266
"$w=32$, $d=5$",18.0,0.005352973937988281
"$w=32$, $d=5$",18.0,0.0054171085357666016
"$w=32$, $d=5$",15.0,0.0044939517974853516
"$w=32$, $d=5$",15.0,0.004496097564697266
"$w=32$, $d=5$",14.0,0.004542827606201172
"$w=32$, $d=5$",16.0,0.00469970703125
"$w=32$, $d=5$",15.0,0.004506111145019531
"$w=32$, $d=5$",15.0,0.004984140396118164
"$w=32$, $d=5$",19.0,0.006045341491699219
"$w=32$, $d=5$",17.0,0.005532979965209961
"$w=32$, $d=5$",13.0,0.006190776824951172
"$w=32$, $d=5$",13.0,0.005445241928100586
"$w=32$, $d=5$",16.0,0.005131959915161133
"$w=32$, $d=5$",15.0,0.005076885223388672
"$w=32$, $d=5$",20.0,0.007599830627441406
"$w=32$, $d=5$",16.0,0.006846904754638672
"$w=32$, $d=5$",15.0,0.0065479278564453125
"$w=32$, $d=5$",14.0,0.0046389102935791016
"$w=32$, $d=5$",18.0,0.014101028442382812
"$w=32$, $d=5$",12.0,0.005174160003662109
"$w=32$, $d=5$",18.0,0.0059740543365478516
"$w=32$, $d=5$",19.0,0.007333278656005859
"$w=32$, $d=5$",17.0,0.007464885711669922
"$w=32$, $d=5$",17.0,0.006624937057495117
"$w=32$, $d=5$",17.0,0.00591588020324707
"$w=32$, $d=5$",16.0,0.005403995513916016
"$w=32$, $d=5$",16.0,0.006850719451904297
"$w=32$, $d=5$",18.0,0.006819009780883789
"$w=32$, $d=5$",16.0,0.0056951045989990234
"$w=32$, $d=5$",17.0,0.006713151931762695
"$w=32$, $d=5$",17.0,0.005007028579711914
"$w=32$, $d=5$",18.0,0.006086826324462891
"$w=32$, $d=5$",15.0,0.006284236907958984
"$w=32$, $d=5$",19.0,0.007333993911743164
"$w=32$, $d=5$",19.0,0.011336803436279297
"$w=32$, $d=5$",21.0,0.00745701789855957
