method,board,time,moves,beam_width
1lookahead,24,0.116236925125122,15.0,16
1lookahead,25,0.1014008522033691,16.0,16
1lookahead,26,0.1411199569702148,17.0,16
1lookahead,27,0.1138622760772705,15.0,16
1lookahead,28,0.127126932144165,15.0,16
1lookahead,29,0.1246650218963623,14.0,16
1lookahead,30,0.0651891231536865,11.0,16
1lookahead,31,0.0997850894927978,14.0,16
1lookahead,32,0.1571857929229736,18.0,16
1lookahead,33,0.0981948375701904,16.0,16
1lookahead,34,0.1383600234985351,18.0,16
1lookahead,35,0.1438968181610107,17.0,16
1lookahead,36,0.0987141132354736,15.0,16
1lookahead,37,0.1929988861083984,19.0,16
1lookahead,38,0.097740888595581,12.0,16
1lookahead,39,0.1186931133270263,16.0,16
1lookahead,40,0.1269812583923339,17.0,16
1lookahead,41,0.0833559036254882,13.0,16
1lookahead,42,0.0846631526947021,14.0,16
1lookahead,43,0.1140248775482177,15.0,16
1lookahead,44,0.0896859169006347,14.0,16
1lookahead,45,0.1149830818176269,16.0,16
1lookahead,46,0.1055681705474853,15.0,16
1lookahead,47,0.1544580459594726,17.0,16
1lookahead,48,0.1151649951934814,16.0,16
1lookahead,49,0.1114501953125,15.0,16
1lookahead,50,0.1093668937683105,15.0,16
1lookahead,51,0.1326940059661865,17.0,16
1lookahead,52,0.0881028175354003,15.0,16
1lookahead,53,0.1110079288482666,16.0,16
1lookahead,54,0.1612181663513183,19.0,16
1lookahead,55,0.1487340927124023,18.0,16
1lookahead,56,0.1711070537567138,20.0,16
1lookahead,57,0.1552770137786865,18.0,16
1lookahead,58,0.0838630199432373,13.0,16
1lookahead,59,0.097041368484497,13.0,16
1lookahead,60,0.0952010154724121,15.0,16
1lookahead,61,0.1333818435668945,17.0,16
1lookahead,62,0.0898730754852294,14.0,16
1lookahead,63,0.1497879028320312,16.0,16
1lookahead,64,0.1395850181579589,17.0,16
1lookahead,65,0.1340117454528808,17.0,16
1lookahead,66,0.0761396884918212,14.0,16
1lookahead,67,0.1099250316619873,16.0,16
1lookahead,68,0.1226887702941894,16.0,16
1lookahead,69,0.1125121116638183,16.0,16
1lookahead,70,0.1420168876647949,16.0,16
1lookahead,71,0.1455821990966797,18.0,16
1lookahead,72,0.1923320293426513,18.0,16
1lookahead,73,0.0918037891387939,15.0,16
1lookahead,74,0.1137361526489257,18.0,16
1lookahead,75,0.1193258762359619,18.0,16
1lookahead,76,0.1844298839569091,21.0,16
1lookahead,77,0.0923902988433837,15.0,16
1lookahead,78,0.1283318996429443,18.0,16
1lookahead,79,0.0979909896850586,14.0,16
1lookahead,80,0.0856282711029052,13.0,16
1lookahead,81,0.120823860168457,15.0,16
1lookahead,82,0.0916140079498291,14.0,16
1lookahead,83,0.1130540370941162,16.0,16
1lookahead,84,0.1091811656951904,14.0,16
1lookahead,85,0.0896058082580566,14.0,16
1lookahead,86,0.1235609054565429,15.0,16
1lookahead,87,0.1435141563415527,17.0,16
1lookahead,88,0.1155118942260742,16.0,16
1lookahead,89,0.1456959247589111,13.0,16
1lookahead,90,0.1551332473754882,17.0,16
1lookahead,91,0.1203179359436035,17.0,16
1lookahead,92,0.092067003250122,13.0,16
1lookahead,93,0.1502559185028076,16.0,16
1lookahead,94,0.1349029541015625,15.0,16
1lookahead,95,0.0930409431457519,13.0,16
1lookahead,96,0.1048099994659423,13.0,16
1lookahead,97,0.0489981174468994,11.0,16
1lookahead,98,0.1133439540863037,15.0,16
1lookahead,99,0.1372811794281005,18.0,16
1lookahead,0,0.2452406883239746,15.0,32
1lookahead,1,0.1880469322204589,13.0,32
1lookahead,2,0.2006669044494629,15.0,32
1lookahead,3,0.2492868900299072,16.0,32
1lookahead,4,0.1720519065856933,13.0,32
1lookahead,5,0.1979429721832275,14.0,32
1lookahead,6,0.2042841911315918,15.0,32
1lookahead,7,0.2705719470977783,15.0,32
1lookahead,8,0.1620371341705322,14.0,32
1lookahead,9,0.1672492027282714,13.0,32
1lookahead,10,0.3272628784179687,18.0,32
1lookahead,11,0.1756889820098877,11.0,32
1lookahead,12,0.2200438976287841,15.0,32
1lookahead,13,0.2987949848175049,17.0,32
1lookahead,14,0.3237578868865967,17.0,32
1lookahead,15,0.1503241062164306,12.0,32
1lookahead,16,0.1770968437194824,13.0,32
1lookahead,17,0.1908600330352783,14.0,32
1lookahead,18,0.2326979637145996,12.0,32
1lookahead,19,0.2885801792144775,18.0,32
1lookahead,20,0.2286810874938964,15.0,32
1lookahead,21,0.2240540981292724,14.0,32
1lookahead,22,0.2352509498596191,14.0,32
1lookahead,23,0.1621391773223877,15.0,32
1lookahead,24,0.2311978340148925,15.0,32
1lookahead,25,0.2054750919342041,16.0,32
1lookahead,26,0.2525379657745361,17.0,32
1lookahead,27,0.271043062210083,15.0,32
1lookahead,28,0.2663600444793701,15.0,32
1lookahead,29,0.2481849193572998,14.0,32
1lookahead,30,0.1222801208496093,11.0,32
1lookahead,31,0.2094149589538574,14.0,32
1lookahead,32,0.3061771392822265,18.0,32
1lookahead,33,0.188277006149292,15.0,32
1lookahead,34,0.2806472778320312,18.0,32
1lookahead,35,0.2783279418945312,18.0,32
1lookahead,36,0.1946649551391601,14.0,32
1lookahead,37,0.3841238021850586,20.0,32
1lookahead,38,0.2005341053009033,12.0,32
1lookahead,39,0.2380790710449218,16.0,32
1lookahead,40,0.2312545776367187,16.0,32
1lookahead,41,0.1747791767120361,13.0,32
1lookahead,42,0.1781380176544189,14.0,32
1lookahead,43,0.2332720756530761,15.0,32
1lookahead,44,0.1710491180419922,14.0,32
1lookahead,45,0.2341423034667968,16.0,32
1lookahead,46,0.2126400470733642,14.0,32
1lookahead,47,0.2988588809967041,17.0,32
1lookahead,48,0.232435941696167,16.0,32
1lookahead,49,0.2300491333007812,15.0,32
1lookahead,50,0.2201368808746338,15.0,32
1lookahead,51,0.24471116065979,15.0,32
1lookahead,52,0.1798610687255859,15.0,32
1lookahead,53,0.2265379428863525,16.0,32
1lookahead,54,0.2997579574584961,17.0,32
1lookahead,55,0.2803151607513428,17.0,32
1lookahead,56,0.3446719646453857,17.0,32
1lookahead,57,0.3037366867065429,18.0,32
1lookahead,58,0.1742520332336425,13.0,32
1lookahead,59,0.2003922462463379,13.0,32
1lookahead,60,0.1974399089813232,15.0,32
1lookahead,61,0.2702929973602295,17.0,32
1lookahead,62,0.1828560829162597,14.0,32
1lookahead,63,0.2905278205871582,16.0,32
1lookahead,64,0.2728338241577148,17.0,32
1lookahead,65,0.2650859355926513,17.0,32
1lookahead,66,0.1587209701538086,14.0,32
1lookahead,67,0.2282779216766357,16.0,32
1lookahead,68,0.2413280010223388,16.0,32
1lookahead,69,0.2166159152984619,16.0,32
1lookahead,70,0.2859847545623779,16.0,32
1lookahead,71,0.2855648994445801,18.0,32
1lookahead,72,0.2801070213317871,16.0,32
1lookahead,73,0.247927188873291,15.0,32
1lookahead,74,0.2304449081420898,18.0,32
1lookahead,75,0.242549180984497,18.0,32
1lookahead,76,0.2809009552001953,17.0,32
1lookahead,77,0.1879520416259765,15.0,32
1lookahead,78,0.2551279067993164,17.0,32
1lookahead,79,0.2100200653076172,16.0,32
1lookahead,80,0.1787219047546386,13.0,32
1lookahead,81,0.2701911926269531,14.0,32
1lookahead,82,0.1864798069000244,14.0,32
1lookahead,83,0.231990098953247,16.0,32
1lookahead,84,0.2257020473480224,14.0,32
1lookahead,85,0.1877739429473877,13.0,32
1lookahead,86,0.242438793182373,15.0,32
1lookahead,87,0.2843382358551025,17.0,32
1lookahead,88,0.2278897762298584,16.0,32
1lookahead,89,0.1834840774536132,13.0,32
1lookahead,90,0.2950711250305176,15.0,32
1lookahead,91,0.2446708679199218,17.0,32
1lookahead,92,0.187040090560913,13.0,32
1lookahead,93,0.2950608730316162,15.0,32
1lookahead,94,0.2690041065216064,15.0,32
1lookahead,95,0.1913568973541259,13.0,32
1lookahead,96,0.2124009132385254,13.0,32
1lookahead,97,0.0933279991149902,11.0,32
1lookahead,98,0.2268869876861572,15.0,32
1lookahead,99,0.3316679000854492,18.0,32
1lookahead,0,0.4557948112487793,15.0,64
1lookahead,1,0.3317270278930664,13.0,64
1lookahead,2,0.3572759628295898,15.0,64
1lookahead,3,0.4370009899139404,15.0,64
1lookahead,4,0.3074901103973388,13.0,64
1lookahead,5,0.4129858016967773,14.0,64
1lookahead,6,0.3756811618804931,15.0,64
1lookahead,7,0.5123169422149658,15.0,64
