method,board,time,moves
w32d5,156,0.022378921508789,18
w32d5,156,0.1677308082580566,16
w32d5,156,1.2985210418701172,15
w32d5,156,3.3399200439453125,14
w32d5,157,0.0075371265411376,18
w32d5,157,0.1200711727142334,17
w32d5,157,1.2059791088104248,16
w32d5,158,0.0121171474456787,16
w32d5,158,0.8542680740356445,15
w32d5,159,0.0084831714630126,14
w32d5,159,0.1968281269073486,13
w32d5,159,1.6633782386779783,12
w32d5,160,0.0081069469451904,15
w32d5,160,0.3264789581298828,14
w32d5,160,0.4692459106445312,12
w32d5,161,0.0057551860809326,14
w32d5,161,0.1508469581604004,13
w32d5,161,0.610645055770874,12
w32d5,162,0.0091609954833984,18
w32d5,162,0.0172679424285888,17
w32d5,162,0.1142511367797851,16
w32d5,162,0.136693000793457,15
w32d5,162,0.8686721324920654,14
w32d5,163,0.006289005279541,13
w32d5,164,0.0111138820648193,15
w32d5,164,0.1954669952392578,14
w32d5,164,1.3512377738952637,13
w32d5,165,0.0068469047546386,16
w32d5,165,0.0637712478637695,15
w32d5,165,0.3504061698913574,14
w32d5,165,0.4232890605926513,13
w32d5,165,2.423537254333496,12
w32d5,166,0.0076022148132324,18
w32d5,166,0.0139729976654052,16
w32d5,166,0.1785500049591064,15
w32d5,166,9.908949851989746,14
w32d5,167,0.0080389976501464,19
w32d5,167,0.0224909782409667,17
w32d5,167,0.5638687610626221,16
w32d5,167,2.6514101028442383,15
w32d5,168,0.0074291229248046,18
w32d5,168,0.0383229255676269,17
w32d5,168,0.1028158664703369,16
w32d5,168,0.3904170989990234,14
w32d5,168,2.85836410522461,13
w32d5,169,0.0096938610076904,19
w32d5,169,0.0407559871673584,18
w32d5,169,0.1261711120605468,16
w32d5,169,1.85314416885376,15
w32d5,169,4.164591073989868,14
w32d5,170,0.0078070163726806,19
w32d5,170,0.0168800354003906,18
w32d5,170,0.0394532680511474,17
w32d5,170,0.1041281223297119,14
w32d5,170,0.3606572151184082,13
w32d5,171,0.0067541599273681,17
w32d5,171,0.1291263103485107,16
w32d5,171,0.2732172012329101,15
w32d5,171,1.06748628616333,14
w32d5,172,0.0123500823974609,18
w32d5,172,0.0269851684570312,17
w32d5,172,0.0634489059448242,16
w32d5,172,0.1193890571594238,15
w32d5,172,0.221869945526123,14
w32d5,172,1.8663020133972168,13
w32d5,173,0.0113461017608642,23
w32d5,173,0.0416591167449951,22
w32d5,173,0.0494072437286376,19
w32d5,173,0.066526174545288,18
w32d5,173,1.7740240097045898,17
w32d5,174,0.0092518329620361,17
w32d5,174,0.0467216968536376,16
w32d5,174,0.2432079315185547,14
w32d5,175,0.0104119777679443,16
w32d5,175,0.2538468837738037,15
w32d5,175,1.2545661926269531,14
w32d5,176,0.0065381526947021,16
w32d5,176,0.0332942008972168,14
w32d5,176,0.1934711933135986,13
w32d5,176,2.1691951751708984,11
w32d5,177,0.008307933807373,20
w32d5,177,0.1938002109527588,18
w32d5,177,0.2443361282348632,17
w32d5,177,1.910093069076538,16
w32d5,177,7.4268269538879395,15
w32d5,178,0.0102348327636718,17
w32d5,178,0.0767290592193603,16
w32d5,178,2.427659034729004,15
w32d5,179,0.0068228244781494,16
w32d5,179,0.4109077453613281,15
w32d5,179,1.8849899768829343,14
w32d5,180,0.0080351829528808,19
w32d5,180,0.0233471393585205,18
w32d5,180,0.0559492111206054,15
w32d5,180,0.1102159023284912,14
w32d5,180,1.039830207824707,13
w32d5,181,0.0058221817016601,13
w32d5,181,1.3386337757110596,12
w32d5,182,0.0082972049713134,15
w32d5,182,0.1910288333892822,14
w32d5,182,0.4539880752563476,13
w32d5,182,1.9488098621368408,12
w32d5,183,0.0108730792999267,20
w32d5,183,0.0204789638519287,18
w32d5,183,0.034930944442749,17
w32d5,183,0.2618670463562011,16
w32d5,184,0.0068128108978271,16
w32d5,184,0.3136229515075683,15
w32d5,184,0.9431779384613036,14
w32d5,185,0.0066008567810058,15
w32d5,186,0.0064477920532226,15
w32d5,186,0.1215720176696777,14
w32d5,187,0.0073888301849365,17
w32d5,187,1.3354558944702148,16
w32d5,188,0.0086691379547119,20
w32d5,188,0.0158679485321044,18
w32d5,188,0.0463771820068359,17
w32d5,188,0.772637128829956,16
w32d5,188,7.4599339962005615,15
w32d5,189,0.0078527927398681,17
w32d5,189,0.1912100315093994,16
w32d5,189,0.8486919403076172,15
w32d5,190,0.0092530250549316,20
w32d5,190,0.0185270309448242,19
w32d5,190,0.0452830791473388,17
w32d5,190,0.0623319149017334,16
w32d5,190,0.3544449806213379,15
w32d5,190,2.685642957687378,14
w32d5,190,4.049421072006226,13
w32d5,191,0.0077121257781982,18
w32d5,191,0.0196008682250976,16
w32d5,191,0.0630149841308593,15
w32d5,191,0.3396649360656738,14
w32d5,192,0.012690782546997,17
w32d5,192,0.3358988761901855,16
w32d5,192,2.4876458644866943,15
w32d5,193,0.0079202651977539,18
w32d5,193,0.0232300758361816,17
w32d5,193,0.0290980339050292,15
w32d5,193,1.1226601600646973,14
w32d5,194,0.0152091979980468,22
w32d5,194,0.0242950916290283,21
w32d5,194,0.0329771041870117,20
w32d5,194,0.1190400123596191,19
w32d5,194,0.1438691616058349,18
w32d5,194,1.9810609817504885,17
w32d5,195,0.0093419551849365,20
w32d5,195,0.0176320075988769,19
w32d5,195,0.0476999282836914,17
w32d5,195,0.6415266990661621,16
w32d5,196,0.007948875427246,19
w32d5,196,0.0221691131591796,16
w32d5,196,0.0664758682250976,15
w32d5,196,0.2907068729400635,14
w32d5,196,1.961040735244751,13
w32d5,197,0.0076007843017578,18
w32d5,197,0.0677278041839599,17
w32d5,197,0.117891788482666,16
w32d5,197,0.7797467708587646,15
w32d5,197,8.942795991897583,14
w32d5,198,0.015726089477539,22
w32d5,198,0.037416934967041,21
w32d5,198,0.0748100280761718,20
w32d5,198,0.1691298484802246,19
w32d5,198,1.0726969242095947,17
w32d5,199,0.0077970027923583,17
w32d5,199,0.0149579048156738,15
w32d5,199,0.3627350330352783,14
w32d5,200,0.0086719989776611,18
w32d5,200,0.0574870109558105,17
w32d5,200,1.0880820751190186,16
w32d5,200,1.9372341632843015,15
w32d5,201,0.0086851119995117,21
w32d5,201,0.0168571472167968,20
w32d5,201,0.1084001064300537,19
w32d5,201,0.4499151706695556,18
w32d5,201,0.7189640998840332,17
w32d5,201,2.7467310428619385,16
w32d5,201,4.814373254776001,15
w32d5,202,0.0136170387268066,18
w32d5,202,0.0534298419952392,17
w32d5,202,0.103093147277832,16
w32d5,202,0.1514649391174316,14
w32d5,203,0.0078139305114746,18
w32d5,203,0.0214409828186035,17
